bytes,packets,duration,src_ip_hash,dst_ip_hash,src_port,dst_port,protocol,timestamp,log_file,log_stream,anomaly_score,z_score,is_anomaly,threat_level
2820,3,4,4288,1389,3389,56014,2,1747478011027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.060908822867706436,0.5866340324376017,False,Normal
5790,6,3,6699,9073,110,43300,1,1747478046027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.05853287999691292,0.6332035056481727,False,Normal
264046,47,39,64,6599,38806,443,17,1747478047027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08626728076145607,0.08959766003106982,False,Normal
810,1,54,4122,9192,37351,80,2,1747478055027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12494917288105928,-0.6685835912699922,False,Normal
708504,636,36,3671,9879,22,42431,6,1747478064027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0035949319697017312,1.7100102463937947,False,Low
2980,2,52,4408,7733,51782,995,2,1747478066027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15250554505008618,-1.2087000020140923,False,Normal
680,2,30,438,3210,5432,56665,2,1747478074027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.03682584577646342,1.0586704480719862,False,Low
275630,86,20,244,522,59081,993,17,1747478103027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.046144890641408254,0.8760132741470854,False,Normal
5675,5,56,9573,5155,38196,3306,2,1747478112027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11847807317055514,-0.5417473325721514,False,Normal
283140,78,7449,1583,1011,36240,3306,17,1747478133027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.04554075567952631,2.673090258877217,True,Moderate
2681,7,49,2918,2002,110,47747,1,1747478173027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07851675452994666,0.24151121323260805,False,Normal
335340,414,30,5023,8230,47228,995,6,1747478285027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13009976425760578,-0.7695373347615488,False,Normal
2466,2,40,3546,9518,41063,5432,1,1747478335027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12246727089635923,-0.6199372751449118,False,Normal
3438,9,3,765,633,42965,27017,2,1747478369027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07113835685224573,0.386130891261262,False,Normal
315018,946,13332,3583,6409,44081,27017,6,1747478400027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.09474524768799164,3.637518865556089,True,High
1780,10,36,764,4275,35608,25,1,1747478410027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13052156259233383,-0.7778047583982212,False,Normal
14580,10,27,1966,1389,34243,25,2,1747478429027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11112766485244635,-0.39767625768868664,False,Normal
4480,4,19,1592,8607,45242,587,1,1747478463027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13630148919640434,-0.8910937353581059,False,Normal
230784,64,43,5624,9782,63543,3306,17,1747478467027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07518760324822749,0.3067639696577576,False,Normal
1797,3,27,8776,9484,48087,110,2,1747478503027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13779378721172691,-0.9203434001126896,False,Normal
6400,10,8,580,5647,56959,443,2,1747478530027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13432932005064951,-0.8524383959015345,False,Normal
1800,2,60,1862,5218,59507,27017,1,1747478583027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08139478070941136,0.1851006973437554,False,Normal
3728,8,25,3414,88,36577,80,2,1747478604027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11248416076136725,-0.4242641444040112,False,Normal
61280,20,53,8208,7116,38911,995,17,1747478617027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09417743037387372,-0.0654445781453326,False,Normal
5884,4,54,1308,5722,34203,80,1,1747478623027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11934239760091614,-0.5586884526216817,False,Normal
476504,469,60,783,3538,47798,995,6,1747478640027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08881361440044816,0.03968845655488745,False,Normal
11152,8,29,6727,9151,995,36526,1,1747478654027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06397806512730958,0.5264756014658987,False,Normal
2805,5,48,3383,2801,51952,21,1,1747478713027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14162881540936834,-0.9955115555036481,False,Normal
456,4,34,7948,1034,61932,443,1,1747478734027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12454172438651862,-0.6605974304980113,False,Normal
369196,92,4,8535,7689,38792,3306,17,1747478798027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07670488291941296,0.27702465400804344,False,Normal
330,1,46,8145,9021,52231,443,1,1747478798027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1290517724255526,-0.7489962568814237,False,Normal
504,2,15,9805,5488,39019,995,2,1747478811027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1264425372905762,-0.6978541577964474,False,Normal
1214136,924,34,5847,5623,38304,587,6,1747478811027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06404374987202621,0.525188153018789,False,Normal
102480,28,40,1979,4075,36464,53,17,1747478866027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1036122379219599,-0.25037074903880696,False,Normal
96048,276,13,8329,7241,47614,443,6,1747478910027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12258428749665096,-0.6222308494136644,False,Normal
3354,6,40,3285,9922,58801,993,1,1747478913027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11734498405254629,-0.5195383123238321,False,Normal
3385,5,35,7642,5009,110,51127,2,1747478985027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08651247191882222,0.08479181087754262,False,Normal
41731,29,21,9009,9260,43436,5432,17,1747478997027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06793213765104283,0.4489741275330879,False,Normal
386136,744,10,2338,3903,61722,80,6,1747479069027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10670097505977016,-0.3109112877705787,False,Normal
612,3,60,7367,344,60700,110,1,1747479078027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09942513572425427,-0.16830179610945778,False,Normal
760,10,23,2428,4107,65043,25,2,1747479114027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13784747483456367,-0.9213956999571721,False,Normal
7330,10,27,2834,5228,51253,587,1,1747479117027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15485712760727582,-1.2547920028974784,False,Normal
492,6,41,8369,6181,65091,5432,2,1747479156027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11165359068060998,-0.4079846237131752,False,Normal
130240,40,56,1387,200,36372,4444,17,1747479196027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.041608721270566695,0.9649240895504319,False,Normal
439756,892,7,2371,2163,64273,995,6,1747479209027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07541789456240283,0.30225016365764357,False,Normal
10125,9,8,4709,3314,62985,993,2,1747479223027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13614355641596237,-0.8879981868589089,False,Normal
816,6,41,1963,183,50924,995,2,1747479259027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1111712713106694,-0.39853096249366693,False,Normal
509540,349,42,7680,3158,40054,5432,6,1747479275027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09606042197652209,-0.10235200048835273,False,Normal
151708,34,35,7324,4199,143,61537,17,1747479296027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.021116844545602254,1.3665734372297569,False,Low
1956,4,48,7234,2667,62388,5432,1,1747479325027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11641483332171393,-0.5013069692752411,False,Normal
312,2,60,943,9626,65246,443,1,1747479341027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07270855540332744,0.35535434344996913,False,Normal
8439,3,2,410,5807,34820,443,17,1747479347027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06338827740645486,0.5380356872759984,False,Normal
1725,5,37,4180,6076,64643,587,1,1747479414027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14531729250607917,-1.067807248070411,False,Normal
8118,9,4,9365,3515,38399,80,2,1747479441027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11879312125021968,-0.5479224065970076,False,Normal
3336,4,3,3255,9113,62835,5432,1,1747479444027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0940330151464146,-0.06261397933379227,False,Normal
62152,17,37,3332,6493,443,37616,17,1747479457027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.03875236407050964,1.0209098843870954,False,Low
81661,127,56,9469,1022,50907,110,6,1747479477027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0918874481846848,-0.020559970218500825,False,Normal
498134,833,9,1920,583,64972,25,6,1747479488027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.05039554473230701,0.7926986775518386,False,Normal
3270,6,3,3814,5332,51571,25,2,1747479546027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15767451037911845,-1.310013882653127,False,Normal
7550,10,47,6395,600,34770,3389,2,1747479562027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10155842644198504,-0.21011518571193746,False,Normal
2168,2,31,3795,7252,55725,3389,2,1747479575027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1475131879009583,-1.1108477155084548,False,Normal
132966,249,52,2835,4374,44167,110,6,1747479594027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13248664824528383,-0.8163212584355177,False,Normal
7272,8,34,2959,4502,443,50343,1,1747479595027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08658005160710691,0.08346722074457297,False,Normal
3480,10,47,8544,7853,587,57058,1,1747479644027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.040738596214976885,0.9819789042786172,False,Normal
9624,8,23,8465,8039,61828,3389,1,1747479662027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1183211016059047,-0.5386706243041749,False,Normal
346472,56,41,3393,2078,55249,5432,17,1747479706027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0799225023990558,0.21395796751444343,False,Normal
1428,2,49,355,5277,5432,40881,1,1747479714027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06443084373759628,0.5176009514811438,False,Normal
653489,97,11,4256,2551,33334,993,17,1747479764027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07241777029515833,0.36105385309364646,False,Normal
2300,10,32,6102,3318,443,52009,2,1747479781027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08695786257687826,0.07606196784404731,False,Normal
7816,8,21,9198,9015,25,46632,1,1747479781027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.040477303653809416,0.9871003476756742,False,Normal
332878,59,41,8531,7340,40027,993,17,1747479786027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10181689543038802,-0.21518128590279606,False,Normal
3408,4,47,5204,4949,55595,3389,2,1747479795027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15525007552338072,-1.2624939462721039,False,Normal
531280,464,1,2507,3546,34873,25,6,1747479805027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10203966740470605,-0.21954770969925902,False,Normal
1640,2,42,1766,1843,62331,995,1,1747479806027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1237834853057912,-0.6457356276359961,False,Normal
1870,10,33,4645,6753,46684,25,2,1747479813027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1641647763722825,-1.4372258085009861,False,Normal
156680,40,9,913,8431,52251,587,17,1747479814027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0894950830491581,0.026331386243957578,False,Normal
2385,9,8,9635,4655,40024,21,1,1747479824027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13122480440880363,-0.7915885918965856,False,Normal
331812,78,28,778,3993,48878,993,17,1747479875027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1029143735615139,-0.23669231592583054,False,Normal
10808,8,8,2442,222,42771,443,2,1747479881027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11379132480072779,-0.44988510585940683,False,Normal
6546,6,56,7903,8464,44159,143,1,1747479915027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13604745382210426,-0.8861145358565397,False,Normal
143895,53,46,6178,6445,39936,443,17,1747479998027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12239061517435201,-0.6184347909579668,False,Normal
7016,8,48,1721,7560,54928,5432,2,1747480103027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13606641654162033,-0.8864862130838664,False,Normal
434358,531,25,3001,4472,45154,53,6,1747480139027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14177882640329637,-0.9984518336765359,False,Normal
1111,1,60,2033,5891,51704,3389,1,1747480158027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12107498085232965,-0.5926478084225383,False,Normal
90555,15,12,4010,2441,60640,995,17,1747480174027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09196311449318723,-0.022043061487260755,False,Normal
1400,1,56,4706,3998,38349,993,2,1747480178027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14007747105777663,-0.9651045578818187,False,Normal
685723233,675807,17,4758,1842,36890,110,6,1747480181027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.12645332458509262,4.259010424031613,True,High
279828,36,41,8466,8614,53873,993,17,1747480213027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09255536207403142,-0.03365136158116747,False,Normal
4792,4,51,128,6718,38842,143,2,1747480238027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11749278263949636,-0.5224352263953531,False,Normal
819,9,40,1952,9226,51314,21,1,1747480239027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1336135679174275,-0.8384093549665734,False,Normal
2278,2,25,9183,96,55241,110,1,1747480288027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1087374611615094,-0.35082726644348833,False,Normal
10197,9,57,7138,927,51764,143,1,1747480294027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10841679517328506,-0.34454207906304973,False,Normal
1464,2,5,2820,5716,53,57265,17,1747480311027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.009945931782453177,1.5855279958834985,False,Low
1286,1,6,1220,5191,36671,443,2,1747480313027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13635148331084973,-0.892073640894544,False,Normal
4990,5,19,6191,1745,36646,27017,1,1747480338027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10037567506136263,-0.18693276436177028,False,Normal
143514,21,17,3193,2060,44156,53,17,1747480350027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11107380421198154,-0.39662056662638745,False,Normal
2793,3,24,7218,1650,587,57284,2,1747480352027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06560347169175212,0.4946169535204566,False,Normal
1260,1,57,8814,3766,65448,5432,2,1747480370027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0879809344487828,0.056009331597269604,False,Normal
2954,2,12,2519,9868,143,45335,1,1747480404027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.045874819657779065,0.8813067782930296,False,Normal
354062,358,23,3040,35,35670,993,6,1747480426027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07199395568407058,0.3693607965896019,False,Normal
4186,7,13,5754,3676,64887,5432,1,1747480440027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11888424370801226,-0.549708444851217,False,Normal
5300,5,27,5936,7299,27017,34275,2,1747480450027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09929711075362851,-0.16579245318159147,False,Normal
1285,1,27,6940,6084,61718,5432,1,1747480500027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12659332406076113,-0.7008096415081793,False,Normal
1990,5,48,168,2384,61172,443,2,1747480503027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11072597078770674,-0.38980288614567093,False,Normal
202,1,59,8463,1459,3389,44142,2,1747480554027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.04078669907925736,0.9810360680357941,False,Normal
725724,684,15,7979,6228,56028,80,6,1747480554027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10024800892095026,-0.18443045465604682,False,Normal
93401,77,42,5214,1198,50608,443,17,1747480568027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09577792269099017,-0.09681489643113665,False,Normal
728,8,1,1754,4281,57518,53,2,1747480611027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14228020793981078,-1.0082791213272633,False,Normal
135856,112,60,6531,4843,443,50566,6,1747480629027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.04627212086183374,0.8735195086552825,False,Normal
323,1,50,1053,9424,38904,110,1,1747480666027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10471338591581009,-0.2719537099049301,False,Normal
2444,2,36,6375,8728,53871,25,1,1747480736027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1568280788726975,-1.2934234713905495,False,Normal
351600,586,58,6319,3166,43268,3389,6,1747480769027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10186486854687277,-0.21612157903459928,False,Normal
7770,10,50,7813,1903,38229,80,1,1747480808027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1291107750449761,-0.7501527328802249,False,Normal
1892,4,53,4961,8517,65350,995,1,1747480871027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12494420298477316,-0.6684861792257882,False,Normal
2970,5,56,7498,2977,48742,80,2,1747480913027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14331458093170768,-1.0285532642488031,False,Normal
2025,9,40,9999,6024,143,33444,2,1747480922027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.04826887637025257,0.8343822662154781,False,Normal
2398,2,32,457,3106,35054,443,2,1747480946027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12424804003639134,-0.654841094500316,False,Normal
394725,831,49,6317,1845,41259,25,6,1747480993027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10497915901596905,-0.2771629737387064,False,Normal
13130,10,23,5482,3239,41468,143,2,1747481016027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1404130426441242,-0.971681901214751,False,Normal
1356,4,13,9598,7989,52985,80,2,1747481019027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1341448590766322,-0.848822883721721,False,Normal
73392,22,5,9352,4066,3306,34126,17,1747481029027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.006540638511889241,1.652273167110912,False,Low
493920,70,59,47,2726,993,40590,17,1747481030027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.011547995391024246,2.006817951125951,True,Moderate
440748,66,1,198,1047,51833,995,17,1747481032027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.039634068161734426,1.0036281157214075,False,Low
5958,6,58,5268,3678,110,48866,1,1747481039027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07357280954017548,0.3384146011826695,False,Normal
40035,85,50,6634,8576,55732,25,17,1747481069027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09913059192648721,-0.16252861457884646,False,Normal
353132,52,59,836,7070,34002,443,17,1747481126027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06506436917167985,0.5051835882130965,False,Normal
657912,474,41,5016,6191,46570,25,6,1747481130027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12854444230612228,-0.7390523745195402,False,Normal
108640,56,35,7746,6287,143,64379,17,1747481154027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.010487000161171545,1.5749228295398328,False,Low
1434,6,54,5360,121,3389,39628,1,1747481203027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.05535906825319348,0.6954115422097488,False,Normal
1176,6,50,3744,3723,37668,587,1,1747481231027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1433541322705491,-1.029328487019207,False,Normal
272,4,57,1228,5570,39150,587,1,1747481242027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12476547754264383,-0.6649830858679462,False,Normal
73837,47,18,9753,429,44977,995,17,1747481295027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.05496190146304647,0.7031961772787318,False,Normal
405802,59,43,2459,3228,46809,443,17,1747481304027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11079267091030237,-0.39111023642355097,False,Normal
70800,300,48,3470,9045,47640,3306,6,1747481326027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10978633988151487,-0.3713857276981226,False,Normal
2836,2,18,7506,8906,49873,53,1,1747481339027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14209015663966001,-1.004554036418951,False,Normal
2616,2,47,9021,7197,42958,143,1,1747481344027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13229564311892622,-0.8125774781349325,False,Normal
11100,10,60,4370,158,993,49086,1,1747481355027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.02949575444095409,1.2023433016057223,False,Low
17437,7,38,6209,289,63573,110,17,1747481377027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06714182246639216,0.46446463543709526,False,Normal
565488,77,17,6843,3203,65136,27017,17,1747481383027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.029332459330290384,1.2055439540182658,False,Low
65070,482,24,2921,6028,56161,110,6,1747481404027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.13952610909160285,-0.9542976329221784,False,Normal
284,1,42,4788,7761,38359,22,1,1747481456027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14807112390768634,-1.121783494410351,False,Normal
948,1,24,8579,3494,44227,110,1,1747481471027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14602798348323542,-1.0817370882313488,False,Normal
7063,7,32,2995,5139,57734,110,2,1747481522027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.16402056293651873,-1.4343991648910064,False,Normal
1970,10,7,6913,361,62384,993,1,1747481557027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11143413850490186,-0.4036832693568611,False,Normal
808,1,47,3242,2367,3389,40370,1,1747481576027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0719795704267095,0.36964275364569915,False,Normal
277864,739,5,2300,3332,3389,41104,6,1747481582027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0317389793749171,1.1583751554218933,False,Low
269370,615,48,6566,2029,587,56671,6,1747481599027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.01778740671844481,1.431831810065248,False,Low
878850,675,36,5455,7158,62355,22,6,1747481603027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.09215141972639213,-0.025733922753725956,False,Normal
16008,23,6,4353,4040,59480,993,17,1747481673027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10864402594285733,-0.34899589710989476,False,Normal
996,6,24,7064,2950,50124,995,2,1747481674027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15311305577634104,-1.2206074661367512,False,Normal
1210456,904,42,3072,2135,35826,53,6,1747481683027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.05518400419641645,0.6988428708845367,False,Normal
4626,9,36,2782,3280,21,38919,1,1747481691027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0844070925562212,0.1260581262548952,False,Normal
236856,426,16,9077,286,36254,80,6,1747481695027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07212495975933786,0.366793061965748,False,Normal
2976,4,37,2562,6281,38862,5432,2,1747481713027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14900444802412177,-1.140077037142969,False,Normal
154623,21,50,4369,5430,34282,5432,17,1747481735027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08645287977267996,0.08595984184640411,False,Normal
130128,48,45,9506,3669,443,44246,17,1747481737027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.00862893725119751,1.6113416390883522,False,Low
7475,5,48,547,7364,22,38815,2,1747481765027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07165304685775986,0.37604275205632653,False,Normal
